loan_id,customer_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_term_months,loan_status,application_date,disbursement_date,maturity_date
L0018372,C006120,Personal,1500000.0,1262202.81,14.76,48,Current,2024-07-06,2024-07-27,2028-07-27
L0018373,C006493,Personal,609110.92,381603.81,12.75,60,Current,2022-08-12,2022-08-17,2027-08-17
L0018374,C002466,Personal,1140506.23,792129.12,14.51,12,Current,2024-03-23,2024-03-30,2025-03-30
L0018375,C002771,Personal,869724.74,487589.98,14.83,24,Current,2023-05-12,2023-05-28,2025-05-28
L0018376,C008938,Mortgage,6773252.27,0.0,10.63,60,Closed,2023-04-22,2023-05-11,2028-05-11
L0018377,C005133,Auto,2455115.81,1769904.75,13.22,48,Current,2022-04-10,2022-04-27,2026-04-27
L0018378,C008896,Auto,832837.19,718218.49,12.15,48,Current,2024-08-14,2024-08-26,2028-08-26
L0018379,C006756,Auto,2465889.16,1859227.69,13.04,36,Current,2023-10-31,2023-11-16,2026-11-16
L0018380,C000142,Personal,74781.84,0.0,16.56,12,Paid Off,2022-04-10,2022-05-07,2023-05-07
L0018381,C000761,Business,2569081.4,0.0,13.47,60,Paid Off,2021-11-10,2021-12-01,2026-12-01
L0018382,C002599,Business,1466415.83,0.0,10.84,36,Paid Off,2021-04-02,2021-05-06,2024-05-06
L0018383,C006153,Education,1198979.81,1106341.11,8.42,60,Current,2023-01-06,2023-01-11,2028-01-11
L0018384,C001462,Mortgage,6878066.75,0.0,9.01,180,Paid Off,2022-07-29,2022-08-26,2037-08-26
L0018385,C001190,Education,1396869.89,640957.02,7.24,36,Default,2021-08-23,2021-09-09,2024-09-09
L0018386,C001448,Personal,458801.19,425254.72,12.96,48,Current,2023-09-10,2023-09-14,2027-09-14
L0018387,C008471,Education,859272.82,810928.16,9.88,24,Current,2024-10-16,2024-10-23,2026-10-23
L0018388,C001330,Mortgage,15000000.0,12562970.94,9.32,60,Current,2024-04-21,2024-05-17,2029-05-17
L0018389,C004128,Personal,244434.3,0.0,15.66,48,Paid Off,2021-01-11,2021-01-15,2025-01-15
L0018390,C005167,Mortgage,10494050.04,9747683.98,7.98,240,Current,2022-11-30,2022-12-30,2042-12-30
L0018391,C003278,Education,1051122.67,786264.66,11.77,60,Delinquent,2023-08-11,2023-08-22,2028-08-22
L0018392,C004500,Personal,1500000.0,0.0,12.49,48,Closed,2021-05-04,2021-05-06,2025-05-06
L0018393,C009309,Personal,935769.74,0.0,11.57,12,Paid Off,2023-01-21,2023-02-09,2024-02-09
L0018394,C006280,Mortgage,3693136.09,3539714.42,13.08,180,Current,2022-08-21,2022-08-31,2037-08-31
L0018395,C009620,Personal,523313.25,500129.51,12.93,60,Current,2024-10-13,2024-10-29,2029-10-29
L0018396,C003502,Business,5457237.11,4856258.34,14.3,24,Delinquent,2023-02-04,2023-02-08,2025-02-08
L0018397,C004433,Auto,1252533.26,1171325.22,12.41,24,Current,2023-10-24,2023-10-26,2025-10-26
L0018398,C007008,Mortgage,1000000.0,932481.86,9.23,120,Current,2021-07-10,2021-08-01,2031-08-01
L0018399,C006033,Auto,2805529.65,190712.35,12.35,36,Closed,2021-05-15,2021-05-18,2024-05-18
L0018400,C007736,Personal,1008620.26,908244.78,11.68,24,Current,2024-02-05,2024-02-09,2026-02-09
L0018401,C008418,Personal,727363.38,687494.39,13.05,48,Current,2024-03-20,2024-03-30,2028-03-30
L0018402,C003973,Mortgage,12353428.13,11329331.12,10.2,180,Current,2024-07-20,2024-08-07,2039-08-07
L0018403,C001197,Education,454820.96,390661.86,9.03,60,Current,2021-12-04,2021-12-06,2026-12-06
L0018404,C005733,Business,4475820.97,3313393.59,12.49,84,Delinquent,2021-03-18,2021-03-30,2028-03-30
L0018405,C002718,Personal,932728.83,745189.41,13.34,48,Current,2023-08-23,2023-09-17,2027-09-17
L0018406,C002244,Personal,1500000.0,1014264.61,14.98,60,Current,2021-05-24,2021-06-06,2026-06-06
L0018407,C001167,Mortgage,5791273.52,0.0,9.85,60,Paid Off,2022-11-17,2022-12-04,2027-12-04
L0018408,C004261,Mortgage,10101856.88,9369515.06,8.64,240,Current,2024-05-25,2024-06-10,2044-06-10
L0018409,C000114,Mortgage,15000000.0,0.0,6.5,120,Paid Off,2022-06-08,2022-07-09,2032-07-09
L0018410,C001666,Business,8000000.0,3709137.16,12.38,36,Current,2022-02-27,2022-03-21,2025-03-21
L0018411,C004552,Auto,1389708.16,0.0,11.76,60,Closed,2022-08-06,2022-09-04,2027-09-04
L0018412,C007601,Personal,519658.82,377683.43,15.13,60,Current,2021-10-22,2021-11-03,2026-11-03
L0018413,C003448,Mortgage,10228379.86,8986570.27,10.62,180,Current,2022-02-26,2022-03-01,2037-03-01
L0018414,C002982,Personal,394603.63,303971.43,13.68,36,Current,2023-11-20,2023-12-07,2026-12-07
L0018415,C002096,Personal,872099.32,597756.28,13.42,36,Current,2023-07-26,2023-08-23,2026-08-23
L0018416,C007112,Personal,1221326.58,0.0,14.77,12,Paid Off,2022-12-21,2023-01-18,2024-01-18
L0018417,C000964,Auto,1053179.38,536045.02,10.38,48,Current,2021-06-18,2021-06-23,2025-06-23
L0018418,C006598,Education,690514.22,579338.07,9.69,36,Current,2024-05-28,2024-06-25,2027-06-25
L0018419,C002056,Personal,865809.27,0.0,17.62,12,Paid Off,2021-01-21,2021-01-29,2022-01-29
L0018420,C003604,Education,303470.7,112809.17,10.87,36,Delinquent,2023-10-24,2023-11-01,2026-11-01
L0018421,C001883,Personal,173395.99,72404.8,15.45,48,Default,2021-06-06,2021-06-24,2025-06-24
L0018422,C000893,Mortgage,2725191.28,0.0,8.46,60,Paid Off,2023-01-28,2023-03-01,2028-03-01
L0018423,C003167,Business,3830573.82,3245151.85,13.56,36,Current,2023-08-22,2023-09-13,2026-09-13
L0018424,C003780,Mortgage,15000000.0,9358053.62,10.56,60,Current,2021-05-30,2021-06-24,2026-06-24
L0018425,C004018,Auto,961465.59,596013.03,12.29,36,Current,2023-09-08,2023-09-14,2026-09-14
L0018426,C003696,Mortgage,12793953.57,11640182.41,10.23,240,Delinquent,2023-04-24,2023-05-18,2043-05-18
L0018427,C003147,Business,1061849.42,0.0,13.74,60,Closed,2024-01-16,2024-02-18,2029-02-18
L0018428,C000222,Business,5578320.01,4843839.2,13.2,24,Delinquent,2023-12-08,2023-12-19,2025-12-19
L0018429,C009944,Personal,300528.95,125527.72,16.4,12,Default,2021-08-23,2021-09-17,2022-09-17
L0018430,C007708,Auto,3331242.33,2972054.19,13.3,48,Current,2024-10-10,2024-10-22,2028-10-22
L0018431,C009240,Mortgage,10775099.95,5940977.88,13.82,60,Current,2021-10-03,2021-10-13,2026-10-13
L0018432,C005010,Personal,448694.22,392135.4,13.64,60,Delinquent,2023-07-12,2023-07-28,2028-07-28
L0018433,C007978,Business,8000000.0,6540868.89,13.43,60,Current,2024-01-01,2024-01-08,2029-01-08
L0018434,C009362,Business,1083318.57,386830.12,11.28,60,Delinquent,2021-06-22,2021-07-07,2026-07-07
L0018435,C004006,Personal,505620.47,461783.01,17.73,60,Current,2023-06-09,2023-06-21,2028-06-21
L0018436,C008189,Mortgage,11867379.96,10917268.63,12.65,240,Current,2022-07-15,2022-08-17,2042-08-17
L0018437,C007286,Personal,796330.63,0.0,18.1,36,Closed,2023-10-04,2023-10-10,2026-10-10
L0018438,C002733,Education,361592.47,242092.86,9.46,48,Current,2022-06-15,2022-07-12,2026-07-12
L0018439,C005304,Education,1091881.22,940298.02,9.62,24,Delinquent,2024-03-11,2024-03-18,2026-03-18
L0018440,C004688,Business,7625354.53,0.0,12.42,60,Closed,2022-10-15,2022-10-24,2027-10-24
L0018441,C001537,Mortgage,3439797.2,3231594.32,9.09,240,Current,2021-10-27,2021-11-05,2041-11-05
L0018442,C005349,Mortgage,2472967.06,0.0,10.89,120,Closed,2024-07-07,2024-07-25,2034-07-25
L0018443,C009942,Education,108211.46,95703.8,7.94,60,Current,2023-04-03,2023-04-17,2028-04-17
L0018444,C008761,Personal,1335860.39,1163831.3,14.76,48,Current,2023-05-21,2023-05-24,2027-05-24
L0018445,C001987,Auto,2921296.89,0.0,11.52,24,Paid Off,2022-11-17,2022-12-19,2024-12-19
L0018446,C009255,Education,237340.71,180138.13,10.77,24,Delinquent,2022-09-13,2022-09-17,2024-09-17
L0018447,C001120,Business,6122135.08,3110038.22,12.06,60,Delinquent,2023-03-11,2023-04-05,2028-04-05
L0018448,C000532,Personal,617430.94,572724.14,15.48,12,Current,2024-08-28,2024-09-02,2025-09-02
L0018449,C002653,Personal,843809.89,0.0,15.1,12,Paid Off,2023-10-04,2023-10-11,2024-10-11
L0018450,C002209,Personal,767285.23,331563.15,17.33,48,Current,2021-05-16,2021-06-15,2025-06-15
L0018451,C006313,Mortgage,5323331.72,2970046.9,9.71,60,Current,2022-04-03,2022-04-22,2027-04-22
L0018452,C004379,Auto,3333696.01,3198218.36,11.85,36,Current,2022-06-14,2022-07-17,2025-07-17
L0018453,C007835,Personal,215323.52,122409.36,15.57,24,Current,2023-03-19,2023-03-28,2025-03-28
L0018454,C004035,Personal,648595.78,0.0,15.29,12,Paid Off,2022-08-01,2022-08-30,2023-08-30
L0018455,C008336,Personal,102149.33,0.0,12.73,12,Closed,2022-01-15,2022-02-12,2023-02-12
L0018456,C001860,Education,1581968.5,1418239.6,11.75,48,Current,2021-11-19,2021-11-21,2025-11-21
L0018457,C003698,Business,6584705.42,4970634.15,9.93,48,Current,2021-07-24,2021-08-19,2025-08-19
L0018458,C004723,Personal,866419.12,760530.32,14.32,36,Current,2024-10-16,2024-11-09,2027-11-09
L0018459,C002569,Personal,93952.14,85354.56,14.64,60,Current,2021-10-08,2021-10-18,2026-10-18
L0018460,C007556,Business,6468982.84,4146274.21,13.47,24,Current,2023-10-23,2023-11-03,2025-11-03
L0018461,C007465,Mortgage,2731823.07,2101572.87,10.57,120,Current,2021-04-13,2021-04-24,2031-04-24
L0018462,C005605,Personal,735590.06,534410.01,11.05,48,Current,2023-08-30,2023-09-29,2027-09-29
L0018463,C004892,Mortgage,3543683.0,3035754.4,10.23,60,Current,2023-06-02,2023-06-07,2028-06-07
L0018464,C004887,Personal,1040131.56,0.0,15.46,12,Closed,2023-04-11,2023-04-15,2024-04-15
L0018465,C005637,Personal,565692.15,406043.59,14.67,12,Current,2024-05-27,2024-06-23,2025-06-23
L0018466,C002613,Auto,2294116.16,1503048.9,10.9,36,Current,2023-04-05,2023-04-28,2026-04-28
L0018467,C003774,Mortgage,5221670.36,4903017.7,8.77,120,Current,2024-04-07,2024-04-10,2034-04-10
L0018468,C001068,Mortgage,8143946.65,6771749.03,10.5,180,Current,2023-08-20,2023-09-22,2038-09-22
L0018469,C007435,Auto,1475062.48,877011.75,12.42,48,Current,2022-01-20,2022-02-09,2026-02-09
L0018470,C008462,Personal,103498.35,57750.87,12.77,60,Current,2021-01-27,2021-02-15,2026-02-15
L0018471,C002540,Business,3895247.25,0.0,14.43,36,Paid Off,2021-11-23,2021-12-05,2024-12-05
L0018472,C008968,Personal,195641.33,167318.81,13.3,36,Current,2024-04-14,2024-05-07,2027-05-07
L0018473,C006401,Auto,3258020.62,0.0,11.99,36,Paid Off,2021-02-27,2021-03-18,2024-03-18
L0018474,C002895,Personal,205101.57,97749.54,16.41,60,Current,2021-06-10,2021-06-27,2026-06-27
L0018475,C008767,Personal,201512.06,176659.29,14.25,24,Current,2024-10-10,2024-11-02,2026-11-02
L0018476,C004995,Personal,654769.91,0.0,14.25,12,Paid Off,2022-11-25,2022-11-30,2023-11-30
L0018477,C004256,Personal,1443324.63,951702.47,13.33,36,Current,2023-03-02,2023-03-30,2026-03-30
L0018478,C005405,Personal,299433.07,0.0,14.2,24,Paid Off,2021-01-26,2021-02-03,2023-02-03
L0018479,C008853,Personal,1452916.53,0.0,16.24,12,Paid Off,2021-03-07,2021-04-09,2022-04-09
L0018480,C003165,Auto,1286975.36,847599.29,11.6,36,Current,2022-05-11,2022-05-31,2025-05-31
L0018481,C005756,Business,5675803.51,0.0,14.72,36,Closed,2021-01-05,2021-02-05,2024-02-05
L0018482,C005082,Personal,171521.14,0.0,14.86,36,Closed,2021-09-19,2021-09-22,2024-09-22
L0018483,C008995,Personal,264796.0,69590.91,15.96,12,Default,2022-03-29,2022-04-15,2023-04-15
L0018484,C001969,Education,1613554.44,0.0,8.82,24,Paid Off,2022-04-14,2022-04-21,2024-04-21
L0018485,C006855,Personal,356926.85,335806.31,15.11,12,Current,2024-06-22,2024-06-24,2025-06-24
L0018486,C006608,Personal,129406.24,0.0,13.41,24,Paid Off,2022-12-27,2023-01-22,2025-01-22
L0018487,C000904,Mortgage,9186775.37,8117270.9,12.07,240,Current,2023-07-09,2023-07-22,2043-07-22
L0018488,C006122,Personal,1184634.05,0.0,15.25,36,Paid Off,2021-12-20,2021-12-30,2024-12-30
L0018489,C007293,Personal,401550.85,0.0,13.62,48,Closed,2023-06-10,2023-07-07,2027-07-07
L0018490,C006762,Mortgage,5993137.96,0.0,7.8,180,Paid Off,2021-04-29,2021-05-23,2036-05-23
L0018491,C003867,Personal,766183.15,685324.73,11.64,36,Current,2023-12-31,2024-02-03,2027-02-03
L0018492,C006091,Education,1520567.51,796875.84,9.21,48,Current,2022-06-08,2022-06-21,2026-06-21
L0018493,C000444,Mortgage,8440157.36,7770631.66,8.58,180,Current,2024-06-19,2024-07-21,2039-07-21
L0018494,C002568,Personal,89437.83,76839.19,14.84,24,Current,2024-07-02,2024-07-22,2026-07-22
L0018495,C004097,Personal,182896.39,121675.92,17.99,48,Current,2023-03-04,2023-03-28,2027-03-28
L0018496,C004155,Auto,699743.12,473839.47,14.28,60,Current,2022-08-02,2022-08-16,2027-08-16
L0018497,C003023,Auto,3999162.32,2488263.32,11.5,36,Delinquent,2021-04-12,2021-04-28,2024-04-28
L0018498,C009138,Personal,291465.53,0.0,11.28,36,Paid Off,2021-01-12,2021-02-07,2024-02-07
L0018499,C008162,Personal,969404.85,859517.62,12.53,48,Current,2024-03-21,2024-04-05,2028-04-05
L0018500,C007806,Education,892560.81,817405.38,9.55,48,Current,2024-10-17,2024-10-27,2028-10-27
L0018501,C007422,Business,2472694.36,2061706.21,16.14,60,Current,2023-03-12,2023-03-23,2028-03-23
L0018502,C004226,Personal,415734.91,0.0,14.15,24,Paid Off,2022-10-19,2022-11-16,2024-11-16
L0018503,C004246,Auto,552893.0,361323.56,11.31,36,Current,2023-06-13,2023-07-08,2026-07-08
L0018504,C004980,Personal,593477.9,0.0,16.15,12,Closed,2021-06-08,2021-07-12,2022-07-12
L0018505,C005953,Personal,343796.97,0.0,16.16,24,Paid Off,2022-08-30,2022-09-23,2024-09-23
L0018506,C006039,Auto,1409427.31,0.0,11.5,36,Paid Off,2021-12-29,2022-01-25,2025-01-25
L0018507,C005882,Mortgage,12663042.56,0.0,10.66,240,Closed,2023-04-03,2023-04-08,2043-04-08
L0018508,C007128,Mortgage,7915680.85,0.0,10.33,60,Paid Off,2021-04-27,2021-05-27,2026-05-27
L0018509,C006062,Mortgage,2300945.53,2046268.16,11.78,120,Current,2022-03-27,2022-04-29,2032-04-29
L0018510,C008464,Education,799531.74,584093.94,10.36,60,Current,2021-10-22,2021-10-31,2026-10-31
L0018511,C002452,Personal,1500000.0,0.0,15.45,24,Closed,2021-07-16,2021-08-17,2023-08-17
L0018512,C009346,Education,1622094.82,1366318.26,7.46,60,Delinquent,2024-09-03,2024-09-07,2029-09-07
L0018513,C004877,Auto,1490599.39,0.0,11.08,24,Paid Off,2022-11-27,2022-12-22,2024-12-22
L0018514,C008968,Business,724380.81,0.0,13.04,24,Paid Off,2022-01-25,2022-02-03,2024-02-03
L0018515,C003395,Education,608200.78,385020.29,11.09,60,Default,2024-04-19,2024-05-19,2029-05-19
L0018516,C000682,Auto,1780589.62,0.0,12.76,36,Paid Off,2021-05-05,2021-06-07,2024-06-07
L0018517,C003510,Auto,1322876.15,0.0,11.94,24,Paid Off,2021-10-27,2021-11-29,2023-11-29
L0018518,C009470,Personal,1251597.51,1157582.77,15.43,60,Current,2021-10-16,2021-10-28,2026-10-28
L0018519,C004722,Personal,638338.33,539505.31,13.73,36,Current,2024-02-07,2024-02-09,2027-02-09
L0018520,C007419,Business,1543238.76,964486.7,12.31,60,Delinquent,2022-09-07,2022-09-13,2027-09-13
L0018521,C006347,Mortgage,1428802.54,1295993.93,10.6,180,Current,2022-07-28,2022-08-25,2037-08-25
L0018522,C001427,Auto,1605325.47,1457472.37,14.53,48,Current,2021-09-06,2021-09-09,2025-09-09
L0018523,C009210,Personal,132821.25,0.0,15.47,12,Paid Off,2023-03-14,2023-04-13,2024-04-13
L0018524,C004566,Business,863873.06,826398.39,13.81,84,Current,2023-12-17,2024-01-13,2031-01-13
L0018525,C009548,Personal,564010.24,435273.5,16.51,48,Current,2022-08-13,2022-08-28,2026-08-28
L0018526,C002449,Business,2433963.6,2044618.5,12.96,84,Current,2023-03-12,2023-03-19,2030-03-19
L0018527,C000393,Business,1352394.23,1236667.34,12.77,84,Current,2023-09-18,2023-09-26,2030-09-26
L0018528,C006209,Personal,971368.27,830639.93,16.66,36,Current,2024-10-14,2024-11-17,2027-11-17
L0018529,C007889,Mortgage,7203938.68,6441895.17,10.12,60,Current,2024-10-05,2024-11-03,2029-11-03
L0018530,C003254,Mortgage,5679920.62,5282039.1,7.87,180,Current,2024-09-26,2024-09-30,2039-09-30
L0018531,C006218,Business,1788314.09,0.0,15.82,24,Paid Off,2022-02-26,2022-03-27,2024-03-27
L0018532,C001940,Personal,544940.55,312029.17,13.68,24,Current,2023-04-12,2023-04-25,2025-04-25
L0018533,C005894,Personal,1256560.17,803937.3,15.23,36,Current,2023-03-18,2023-04-10,2026-04-10
L0018534,C001868,Personal,720841.05,530057.46,14.44,60,Current,2023-07-17,2023-08-13,2028-08-13
L0018535,C000243,Education,135324.63,0.0,8.53,60,Paid Off,2022-10-31,2022-11-09,2027-11-09
L0018536,C002543,Personal,749142.61,513746.2,14.79,24,Current,2023-06-22,2023-07-16,2025-07-16
L0018537,C005008,Mortgage,10169445.88,9000335.69,10.74,180,Current,2024-04-24,2024-05-15,2039-05-15
L0018538,C007863,Business,6510404.87,4920580.84,12.4,36,Current,2023-02-22,2023-03-23,2026-03-23
L0018539,C004034,Personal,867552.89,620669.62,13.7,48,Current,2022-12-12,2023-01-08,2027-01-08
L0018540,C003400,Personal,629299.34,45679.99,14.04,36,Closed,2022-05-29,2022-06-22,2025-06-22
L0018541,C006135,Mortgage,11510873.65,10964434.44,10.99,60,Current,2021-03-26,2021-04-17,2026-04-17
L0018542,C009139,Personal,647324.14,0.0,16.15,12,Paid Off,2021-01-07,2021-02-02,2022-02-02
L0018543,C009827,Business,8000000.0,7403817.65,12.54,48,Current,2023-03-13,2023-04-16,2027-04-16
L0018544,C002860,Education,1066564.69,557985.02,10.49,36,Current,2022-10-31,2022-12-01,2025-12-01
L0018545,C006449,Business,5145549.31,4117656.19,10.44,36,Current,2024-08-03,2024-08-24,2027-08-24
L0018546,C009974,Business,851804.54,0.0,15.2,24,Paid Off,2022-01-03,2022-01-29,2024-01-29
L0018547,C006625,Auto,603780.09,301486.96,11.51,24,Delinquent,2023-05-03,2023-05-25,2025-05-25
L0018548,C000659,Education,1063882.45,0.0,9.97,24,Paid Off,2021-04-10,2021-05-01,2023-05-01
L0018549,C006585,Education,2000000.0,1709287.02,8.14,36,Current,2024-08-24,2024-09-01,2027-09-01
L0018550,C001222,Mortgage,12010549.63,10150902.59,10.6,60,Current,2024-09-02,2024-09-10,2029-09-10
L0018551,C008367,Business,8000000.0,7318127.8,12.54,60,Current,2022-10-08,2022-11-02,2027-11-02
L0018552,C005637,Mortgage,8751203.23,7760153.95,11.21,240,Current,2023-05-29,2023-06-08,2043-06-08
L0018553,C008617,Mortgage,7311113.26,5862905.12,12.83,240,Current,2022-02-25,2022-03-01,2042-03-01
L0018554,C007237,Auto,2887392.86,0.0,12.55,24,Paid Off,2022-09-22,2022-09-27,2024-09-27
L0018555,C002633,Mortgage,15000000.0,12607007.39,7.72,120,Current,2021-01-25,2021-02-03,2031-02-03
L0018556,C007813,Business,1450035.93,933331.16,14.52,60,Current,2022-12-29,2023-01-22,2028-01-22
L0018557,C006087,Education,1262360.78,966580.73,11.66,36,Current,2023-04-06,2023-04-11,2026-04-11
L0018558,C006232,Personal,150896.73,135282.71,15.32,60,Current,2023-10-14,2023-10-24,2028-10-24
L0018559,C008611,Mortgage,14390705.64,2943399.97,10.13,180,Default,2022-07-01,2022-07-26,2037-07-26
L0018560,C004250,Personal,885807.99,0.0,15.65,24,Paid Off,2023-05-28,2023-06-14,2025-06-14
L0018561,C009122,Mortgage,10976579.75,10188936.27,9.93,60,Current,2023-03-13,2023-03-19,2028-03-19
L0018562,C004701,Personal,252756.29,206702.93,16.55,48,Current,2024-02-12,2024-03-06,2028-03-06
L0018563,C000786,Personal,370191.48,310429.72,11.48,48,Current,2023-08-18,2023-09-10,2027-09-10
L0018564,C006399,Personal,970773.04,728066.43,11.74,60,Current,2021-04-09,2021-05-04,2026-05-04
L0018565,C001700,Auto,1786380.29,1416749.08,14.12,24,Current,2023-06-19,2023-07-05,2025-07-05
L0018566,C005878,Personal,343779.2,309472.38,13.47,36,Current,2024-07-29,2024-08-14,2027-08-14
L0018567,C002712,Personal,646297.92,536103.8,13.82,60,Current,2022-02-23,2022-03-14,2027-03-14
L0018568,C005623,Auto,740555.04,0.0,12.24,48,Paid Off,2021-09-07,2021-10-06,2025-10-06
L0018569,C009537,Auto,1499938.73,0.0,11.72,36,Closed,2024-07-22,2024-08-17,2027-08-17
L0018570,C009613,Personal,211756.74,0.0,16.4,12,Paid Off,2021-09-11,2021-09-16,2022-09-16
L0018571,C002867,Auto,2144953.25,144049.57,11.92,24,Closed,2022-04-30,2022-05-31,2024-05-31
L0018572,C002214,Mortgage,2343038.61,2026432.65,6.5,180,Current,2021-07-06,2021-07-16,2036-07-16
L0018573,C004845,Personal,663174.2,561989.85,12.33,60,Current,2024-07-16,2024-08-17,2029-08-17
L0018574,C003018,Personal,115523.52,94768.29,12.38,60,Current,2024-02-04,2024-02-23,2029-02-23
L0018575,C006639,Business,3596287.42,3206248.54,12.22,36,Current,2023-01-04,2023-01-07,2026-01-07
L0018576,C002944,Business,6763611.96,5774273.28,13.56,60,Current,2021-07-10,2021-07-18,2026-07-18
L0018577,C004004,Mortgage,10851324.59,9929046.75,9.04,120,Current,2023-08-17,2023-09-17,2033-09-17
L0018578,C002324,Auto,2722420.3,0.0,12.04,48,Paid Off,2021-01-24,2021-02-12,2025-02-12
L0018579,C006428,Mortgage,10006216.48,9141446.08,8.02,240,Current,2023-11-12,2023-12-02,2043-12-02
L0018580,C003574,Personal,150867.26,133880.92,12.54,48,Current,2023-04-11,2023-05-07,2027-05-07
L0018581,C000815,Education,315115.6,221584.19,12.81,60,Current,2022-06-26,2022-07-26,2027-07-26
L0018582,C009895,Auto,437127.63,0.0,10.83,24,Closed,2022-12-31,2023-01-13,2025-01-13
L0018583,C000015,Personal,601854.75,301282.66,14.53,60,Current,2021-03-01,2021-03-10,2026-03-10
L0018584,C005353,Education,2000000.0,895823.27,11.84,48,Current,2021-03-31,2021-04-12,2025-04-12
L0018585,C002295,Personal,565130.25,423682.6,14.21,60,Current,2023-06-20,2023-07-04,2028-07-04
L0018586,C005719,Personal,938387.81,899141.01,13.15,24,Current,2023-08-21,2023-09-15,2025-09-15
L0018587,C007301,Auto,870523.07,767583.29,12.68,24,Current,2024-01-04,2024-01-12,2026-01-12
L0018588,C000439,Personal,1500000.0,0.0,15.95,24,Paid Off,2022-11-11,2022-12-15,2024-12-15
L0018589,C005733,Personal,501285.78,0.0,14.72,24,Paid Off,2022-04-24,2022-05-27,2024-05-27
L0018590,C005091,Mortgage,11872230.7,10899351.88,11.65,120,Current,2023-01-24,2023-02-02,2033-02-02
L0018591,C004272,Auto,433194.26,396095.26,10.53,48,Current,2024-08-13,2024-09-15,2028-09-15
L0018592,C006192,Mortgage,6434189.47,5648933.13,7.3,240,Current,2024-10-03,2024-10-30,2044-10-30
